client_display_name,legal_entity_name_if_known,domain,logo_source_url,source_type,original_file,svg_file,png_file,webp_file,mono_light_file,mono_dark_file,confidence_score,permission_status,brand_notes,needs_manual_review,recommended_for_homepage,recommended_for_reference_page
KDK Automotive,,,(interní) PR SINTERA/Loga klientů/KDK automotive.jpg,other_public_source,raw/kdk-automotive.jpg,,web/kdk-automotive.png,web/kdk-automotive.webp,processed/mono-light/kdk-automotive-mono-light.png,processed/mono-dark/kdk-automotive-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Kermi,,,https://www.kermi.com/media/icons_logos/logo_kermi.svg,official_website,raw/kermi.jpg,web/kermi.svg,web/kermi.png,web/kermi.webp,processed/mono-light/kermi-mono-light.png,processed/mono-dark/kermi-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official kermi.com logo SVG (viewBox 0 0 92 34). Arc-over-'KERMI' wordmark matches the internal ground-truth mark exactly. Validated: contains <svg>/</svg>, 1216 bytes. Wikimedia Commons File:Logo_kermi.svg also exists …",yes,no,yes
Kiswire,,,(interní) PR SINTERA/Loga klientů/kiswire-new.png,other_public_source,raw/kiswire.png,,web/kiswire.png,web/kiswire.webp,processed/mono-light/kiswire-mono-light.png,processed/mono-dark/kiswire-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Konplan,,,https://konplan.com/wp-content/uploads/konplan_logo_quer_gruen_2024.svg,official_website,raw/konplan.png,web/konplan.svg,web/konplan.png,web/konplan.webp,processed/mono-light/konplan-mono-light.png,processed/mono-dark/konplan-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official konplan.com 2024 logo SVG. Same wordmark 'konplan' + stylized parenthesis/wave mark as internal. CAVEAT: company did a brand color refresh - current official color is teal/green (#014D52) whereas the internal r…",no,no,yes
Lactalis - Mlékárna Klatovy,,,https://images.ctfassets.net/c4xiawjy3foe/1g0m0q8M8maOs0Pw1BpoxW/6db790dea0a676f5355eb8a1ec8a9e7b/Lactalis-logo.svg,official_website,raw/lactalis-mlekarna-klatovy.png,web/lactalis-mlekarna-klatovy.svg,web/lactalis-mlekarna-klatovy.png,web/lactalis-mlekarna-klatovy.webp,processed/mono-light/lactalis-mlekarna-klatovy-mono-light.png,processed/mono-dark/lactalis-mlekarna-klatovy-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official lactalis.com header logo SVG (Contentful CDN, viewBox 208x74). Rendered and confirmed it is the classic oval-swoosh 'LACTALIS' lockup (dark-blue wordmark + light-blue ellipse swoosh) that exactly matches the in…",no,no,yes
Leadec,,,(interní) PR SINTERA/Loga klientů/leadec-logo.png,other_public_source,raw/leadec.png,,web/leadec.png,web/leadec.webp,processed/mono-light/leadec-mono-light.png,processed/mono-dark/leadec-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Leoni,,,https://www.leoni.com/_assets/fa8034ecf72d82701a1cfbae71dd8768/Frontend/Images/logo-leoni.svg,official_website,raw/leoni.png,web/leoni.svg,web/leoni.png,web/leoni.webp,processed/mono-light/leoni-mono-light.png,processed/mono-dark/leoni-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official leoni.com header logo SVG. Rendered: blue 'LEONI' wordmark, exact match to internal ground truth. Wikimedia File:Leoni_AG_Logo.svg exists too but upload host was rate-limiting; official site used. Validated: <s…",yes,no,yes
Lukov,,,(interní) PR SINTERA/Loga klientů/lukov.jpg,other_public_source,raw/lukov.jpg,,web/lukov.png,web/lukov.webp,processed/mono-light/lukov-mono-light.png,processed/mono-dark/lukov-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Madeta,,,https://www.madeta.cz/images/logo.svg,official_website,raw/madeta.png,web/madeta.svg,web/madeta.png,web/madeta.webp,processed/mono-light/madeta-mono-light.png,processed/mono-dark/madeta-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official madeta.cz logo SVG (viewBox 0 0 328 129). Blue (#004388) 'MADETA' wordmark inside the blue banner/ribbon on transparent background, exact match to internal ground truth. No Wikimedia SVG exists for Madeta. Vali…",no,no,yes
Magna,,,https://commons.wikimedia.org/wiki/File:Magna_logo.svg,wikimedia,raw/magna.png,web/magna.svg,web/magna.png,web/magna.webp,processed/mono-light/magna-mono-light.png,processed/mono-dark/magna-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Magna International (auto parts). Wikimedia Commons official SVG. Rendered thumbnail confirms exact match to ground truth: black M-triangle mark with red dot + grey MAGNA wordmark. Clean transparent vector. Downloaded v…",no,no,yes
Mahle,,,https://commons.wikimedia.org/wiki/File:Mahle_(Unternehmen)_2020_logo.svg,wikimedia,raw/mahle.jpg,web/mahle.svg,web/mahle.png,web/mahle.webp,processed/mono-light/mahle-mono-light.png,processed/mono-dark/mahle-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). MAHLE (automotive filtration/engine components). Wikimedia Commons official 2020 SVG (1024px nominal). Blue blocky MAHLE wordmark matches ground truth. Note: this is the bare wordmark; Sintera's reference adds the 'Driv…",no,no,yes
Mann Hummel,,,https://commons.wikimedia.org/wiki/File:MANN%2BHUMMEL_Logo.svg,wikimedia,raw/mann-hummel.jpg,web/mann-hummel.svg,web/mann-hummel.png,web/mann-hummel.webp,processed/mono-light/mann-hummel-mono-light.png,processed/mono-dark/mann-hummel-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). MANN+HUMMEL (filtration). Wikimedia Commons official SVG. Correct green MANN+HUMMEL wordmark. Caveat: this is the horizontal wordmark lockup; Sintera's reference uses the older green-square block lockup. Same brand, cur…",yes,no,yes
Mas,,,(interní) PR SINTERA/Loga klientů/mas.jpg,other_public_source,raw/mas.jpg,,web/mas.png,web/mas.webp,processed/mono-light/mas-mono-light.png,processed/mono-dark/mas-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | barevné/ne-bílé pozadí (nutný ruční ořez) | nízké rozlišení (170x43),yes,no,yes
MBtech,,,https://cdnlogo.com/logo/mbtech_16239.html,other_public_source,raw/mbtech.jpg,web/mbtech.svg,web/mbtech.png,web/mbtech.webp,processed/mono-light/mbtech-mono-light.png,processed/mono-dark/mbtech-mono-dark.png,medium,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). MBtech (Mercedes-Benz/AKKA engineering & consulting). Official site mbtech-group.com is a JS/bot-protected SPA with no fetchable asset. Accepted the vector from cdnlogo (identical file also on worldvectorlogo). Rendered…",no,no,yes
Md Elektronik,,,(interní) PR SINTERA/Loga klientů/md elektronik.png,other_public_source,raw/md-elektronik.png,,web/md-elektronik.png,web/md-elektronik.webp,processed/mono-light/md-elektronik-mono-light.png,processed/mono-dark/md-elektronik-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Mea,,,https://www.mea-group.com/de/wp-content/uploads/sites/3/2021/02/MEA_Logo_55mm_4c_Claim.svg,official_website,raw/mea.jpg,web/mea.svg,web/mea.png,web/mea.webp,processed/mono-light/mea-mono-light.png,processed/mono-dark/mea-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). MEA Group (building systems / water management / drainage, mea-group.com). Official-site SVG including the 'BUILDING SUCCESS' claim - rendered thumbnail is an exact match to the red/yellow ground-truth mark. WRONG-ENTIT…",no,no,yes
Megatech,,,(interní) PR SINTERA/Loga klientů/megatech.png,other_public_source,raw/megatech.png,,web/megatech.png,web/megatech.webp,processed/mono-light/megatech-mono-light.png,processed/mono-dark/megatech-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Membrain,,,(interní) PR SINTERA/Loga klientů/membrain.png,other_public_source,raw/membrain.png,,web/membrain.png,web/membrain.webp,processed/mono-light/membrain-mono-light.png,processed/mono-dark/membrain-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Meopta,,,https://www.meopta.com/AspService/download.asp?url=71515/download/basic/meopta-logo.pdf,official_website,raw/meopta.jpg,,web/meopta.png,web/meopta.webp,processed/mono-light/meopta-mono-light.png,processed/mono-dark/meopta-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_png, shoda se vzorem: yes). Exact match to internal ground truth (the 'me opta' two-oval lockup). Downloaded the OFFICIAL Meopta logo PDF from meopta.com, rendered at high res, then made the page background transparent via edge flood-fill (preserv…",no,no,yes
Mobis Czech,,,https://commons.wikimedia.org/wiki/File:Hyundai_Mobis_Logo.svg,wikimedia,raw/mobis-czech.jpg,web/mobis-czech.svg,web/mobis-czech.png,web/mobis-czech.webp,processed/mono-light/mobis-czech-mono-light.png,processed/mono-dark/mobis-czech-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Perfect match to internal ground truth: blue 'HYUNDAI' wordmark above black 'MOBIS' with the red swoosh/ring inside the O. Wikimedia Commons SVG, valid XML, brand colors #1C4381 (blue) and #CC1424 (red). Mobis Czech is …",no,no,yes
Moravia Propag,,,(interní) PR SINTERA/Loga klientů/moravia propag.jpg,other_public_source,raw/moravia-propag.jpg,,web/moravia-propag.png,web/moravia-propag.webp,processed/mono-light/moravia-propag-mono-light.png,processed/mono-dark/moravia-propag-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | nízké rozlišení (206x85),yes,no,yes
Mssl,,,https://en.wikipedia.org/wiki/File:Samvardhana_Motherson.svg,wikimedia,raw/mssl.png,web/mssl.svg,web/mssl.png,web/mssl.webp,processed/mono-light/mssl-mono-light.png,processed/mono-dark/mssl-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). MSSL = Motherson (Samvardhana Motherson group / Motherson Sumi). Internal ground truth shows 'samvardhana motherson' (stacked) with the distinctive red ascending/staircase bars. This en.wikipedia SVG shows the current '…",no,no,yes
Mubea,,,https://www.mubea.com/en/,official_website,raw/mubea.jpg,web/mubea.svg,web/mubea.png,web/mubea.webp,processed/mono-light/mubea-mono-light.png,processed/mono-dark/mubea-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Extracted the official inline <symbol id='mubea-logo'> from mubea.com header into a standalone valid SVG. Brand blue #004B95 matches the internal blue 'Mubea' wordmark exactly. This official version additionally include…",no,no,yes
MZ Liberec,,,https://www.mzliberec.cz/templates/images/logo.svg,official_website,raw/mz-liberec.jpg,web/mz-liberec.svg,web/mz-liberec.png,web/mz-liberec.webp,processed/mono-light/mz-liberec-mono-light.png,processed/mono-dark/mz-liberec-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: unsure). Right company confirmed (MZ Liberec, mzliberec.cz, medical/industrial gas distribution systems). This is the CURRENT official logo: a modern black 'MZ' monogram + black 'Liberec'. However it differs notably from the int…",yes,no,yes
Notino,,,https://www.notino.com/,official_website,raw/notino.png,web/notino.svg,web/notino.png,web/notino.webp,processed/mono-light/notino-mono-light.png,processed/mono-dark/notino-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Extracted the official inline logo SVG from notino.com header (clean vector, valid XML). This is the BOXED/reversed variant: white 'NOTINO' knocked out of a black rounded rectangle. Internal ground truth is the POSITIVE…",no,no,yes
Olbrich,,,(interní) PR SINTERA/Loga klientů/olbrich.jpg,other_public_source,raw/olbrich.jpg,,web/olbrich.png,web/olbrich.webp,processed/mono-light/olbrich-mono-light.png,processed/mono-dark/olbrich-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Omega Optics,,,https://omega-optix.cz/wp-content/themes/alcapone/img/logo.svg,official_website,raw/omega-optics.png,web/omega-optics.svg,web/omega-optics.png,web/omega-optics.webp,processed/mono-light/omega-optics-mono-light.png,processed/mono-dark/omega-optics-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Display name says 'Omega Optics' but internal ground-truth mark reads 'OMEGA OPTIX' (Czech eyewear maker) with a crosshair/lens symbol. Pulled official SVG from omega-optix.cz header. Rendered: pink+blue stylized eye/le…",no,no,yes
Openmatics,,,https://commons.wikimedia.org/wiki/File:Openmatics_logo.png,wikimedia,raw/openmatics.jpg,,web/openmatics.png,web/openmatics.webp,processed/mono-light/openmatics-mono-light.png,processed/mono-dark/openmatics-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_png, shoda se vzorem: yes). ZF Openmatics telematics brand. Wikimedia Commons transparent PNG, 1920x227, RGBA, alpha extrema (0,255) = transparent. Rendered: 'OPEN' in blue + 'MATICS' in gray, exactly matching the internal two-tone wordmark (inter…",yes,no,yes
Parfums,,,(interní) PR SINTERA/Loga klientů/parfums.jpg,other_public_source,raw/parfums.jpg,,web/parfums.png,web/parfums.webp,processed/mono-light/parfums-mono-light.png,processed/mono-dark/parfums-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Pekm - Cvg,,,https://companieslogo.com/commercial-vehicle-group/logo/,other_public_source,raw/pekm-cvg.jpg,web/pekm-cvg.svg,web/pekm-cvg.png,web/pekm-cvg.webp,processed/mono-light/pekm-cvg-mono-light.png,processed/mono-dark/pekm-cvg-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Client is PEKM Kabeltechnik s.r.o. (Liberec, cable harnesses), 100% owned by Commercial Vehicle Group, Inc. (CVG) since 2007. Internal ground-truth = CVG corporate logo (legacy gold/khaki 'CVG' in an oval globe + 'Comme…",no,no,yes
Phillips Medisize,,,(interní) PR SINTERA/Loga klientů/phillips medisize.jpg,other_public_source,raw/phillips-medisize.jpg,,web/phillips-medisize.png,web/phillips-medisize.webp,processed/mono-light/phillips-medisize-mono-light.png,processed/mono-dark/phillips-medisize-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
PMP PAL,,,(interní) PR SINTERA/Loga klientů/PMP PAL.jpg,other_public_source,raw/pmp-pal.jpg,,web/pmp-pal.png,web/pmp-pal.webp,processed/mono-light/pmp-pal-mono-light.png,processed/mono-dark/pmp-pal-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Pražská Strojírna,,,(interní) PR SINTERA/Loga klientů/Pražská strojírna.jpg,other_public_source,raw/prazska-strojirna.jpg,,web/prazska-strojirna.png,web/prazska-strojirna.webp,processed/mono-light/prazska-strojirna-mono-light.png,processed/mono-dark/prazska-strojirna-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Prysmian Group,,,https://logotyp.us/file/prysmian-group.svg,other_public_source,raw/prysmian-group.png,web/prysmian-group.svg,web/prysmian-group.png,web/prysmian-group.webp,processed/mono-light/prysmian-group-mono-light.png,processed/mono-dark/prysmian-group-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official 'Prysmian Group' wordmark (black 'Prysmian' + grey 'Group'), valid vector SVG from logotyp.us. Exact match to internal reference. Wikimedia Commons had File:Prysmian_logo.svg but their upload servers were retur…",no,no,yes
Redtoo,,,(interní) PR SINTERA/Loga klientů/redtoo.jpg,other_public_source,raw/redtoo.jpg,,web/redtoo.png,web/redtoo.webp,processed/mono-light/redtoo-mono-light.png,processed/mono-dark/redtoo-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Rs Automotive,,,https://web.archive.org/web/2id_/https://www.rs-automotive.com/System/img/RSA.svg,official_website,raw/rs-automotive.png,web/rs-automotive.svg,web/rs-automotive.png,web/rs-automotive.webp,processed/mono-light/rs-automotive-mono-light.png,processed/mono-dark/rs-automotive-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). R+S Automotive GmbH (German automotive interior tooling supplier). The standalone brand was absorbed into Olbrich/Matthews (rs-automotive.com now redirects to matthews-engineering.com), so the official RSA.svg logo was …",yes,no,yes
Sanborn,,,https://cdn.worldvectorlogo.com/logos/sanborn.svg,other_public_source,raw/sanborn.png,web/sanborn.svg,web/sanborn.png,web/sanborn.webp,processed/mono-light/sanborn-mono-light.png,processed/mono-dark/sanborn-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Correct entity is SANBORN a.s. (Czech, 'Energetické a ekologické technologie'), NOT the US Sanborn Mfg air-compressor maker. The SVG renders with the exact blue water-drop-in-circular-S emblem and blue 'SANBORN' wordmar…",yes,no,yes
Schneider,,,(interní) PR SINTERA/Loga klientů/schneider nové.jpg,other_public_source,raw/schneider.jpg,,web/schneider.png,web/schneider.webp,processed/mono-light/schneider-mono-light.png,processed/mono-dark/schneider-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | mono ponecháno v barvě (plné/odznakové logo),yes,no,yes
Skaličan,,,https://static.wixstatic.com/media/21f051_c5bde74355bb41f0afa2e0d14ddf0594~mv2.png,official_website,raw/skalican.jpg,,web/skalican.png,web/skalican.webp,processed/mono-light/skalican-mono-light.png,processed/mono-dark/skalican-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_png, shoda se vzorem: yes). Skalican (Czech meat/sausage processor, Ceska Skalice, skalican.cz). Original transparent PNG pulled from their official Wix media CDN: 2549x683, transparency confirmed (alpha 0-255). Renders as blue swoosh arc above re…",yes,no,yes
SpofaDental,,,(interní) PR SINTERA/Loga klientů/SpofaDental.jpg,other_public_source,raw/spofadental.jpg,,web/spofadental.png,web/spofadental.webp,processed/mono-light/spofadental-mono-light.png,processed/mono-dark/spofadental-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | nízké rozlišení (448x112),yes,no,yes
